sample_id,label,folder_rel,sample_kind,group_key,frame_count,unique_sizes,has_size_variability,width_min,width_median,width_max,height_min,height_median,height_max,aspect_ratio_min,aspect_ratio_median,aspect_ratio_max
work/(15)::6,work,work/(15),prefixed_8,6,8,8,True,320.0,323.5,326.0,315.0,321.5,341.0,0.9501466275659824,1.0093264449217314,1.019047619047619
work/(15)::7,work,work/(15),prefixed_8,7,8,8,True,299.0,314.5,323.0,293.0,348.5,396.0,0.7550505050505051,0.9056759614113916,1.1023890784982935
work/(15)::8,work,work/(15),prefixed_8,8,8,8,True,235.0,305.5,309.0,394.0,420.0,442.0,0.5717761557177615,0.7099215338651959,0.7791878172588832
work/(15)::9,work,work/(15),prefixed_8,9,8,8,True,235.0,295.0,299.0,402.0,415.0,438.0,0.5717761557177615,0.6758384506376949,0.7437810945273632
work/(16)::0,work,work/(16),prefixed_8,0,8,8,True,137.0,153.5,170.0,247.0,268.5,286.0,0.541501976284585,0.5667967311076851,0.6028368794326241
work/(16)::1,work,work/(16),prefixed_8,1,8,8,True,137.0,150.0,158.0,247.0,294.5,314.0,0.4820846905537459,0.5206598474416978,0.5546558704453441
work/(16)::10,work,work/(16),prefixed_8,10,8,8,True,170.0,175.5,178.0,282.0,290.0,297.0,0.5925925925925926,0.6010759739628874,0.6145833333333334
work/(16)::11,work,work/(16),prefixed_8,11,8,7,True,134.0,153.5,163.0,252.0,301.5,316.0,0.4542483660130719,0.529030910609858,0.5397350993377483
work/(16)::12,work,work/(16),prefixed_8,12,8,8,True,132.0,151.0,163.0,253.0,267.5,302.0,0.4981132075471698,0.5338088723861638,0.6052631578947368
work/(16)::2,work,work/(16),prefixed_8,2,8,8,True,136.0,139.0,140.0,251.0,258.0,277.0,0.49097472924187724,0.5399680802553579,0.5537848605577689
work/(16)::3,work,work/(16),prefixed_8,3,8,8,True,164.0,189.5,191.0,228.0,273.5,277.0,0.5985401459854015,0.696532178284003,0.8245614035087719
work/(16)::4,work,work/(16),prefixed_8,4,8,8,True,187.0,189.0,192.0,189.0,199.0,246.0,0.7601626016260162,0.9596428571428571,1.0
work/(16)::5,work,work/(16),prefixed_8,5,8,8,True,86.0,149.5,184.0,143.0,200.5,227.0,0.6013986013986014,0.7576064610866373,0.8970588235294118
work/(16)::6,work,work/(16),prefixed_8,6,8,8,True,185.0,188.5,189.0,189.0,213.5,238.0,0.7773109243697479,0.8829143082795841,1.0
work/(16)::7,work,work/(16),prefixed_8,7,8,7,True,178.0,178.5,180.0,203.0,208.5,231.0,0.7792207792207793,0.8537612146307798,0.8768472906403941
work/(16)::8,work,work/(16),prefixed_8,8,8,8,True,185.0,189.0,191.0,165.0,199.0,238.0,0.7773109243697479,0.9555845604075323,1.1515151515151516
work/(16)::9,work,work/(16),prefixed_8,9,8,8,True,179.0,181.5,183.0,281.0,293.0,301.0,0.6066666666666667,0.6212295970081437,0.6405693950177936
work/(17)::0,work,work/(17),prefixed_8,0,8,8,True,192.0,197.0,199.0,258.0,259.5,265.0,0.7320754716981132,0.7610781110781111,0.7683397683397684
work/(17)::1,work,work/(17),prefixed_8,1,8,7,True,121.0,148.5,175.0,317.0,319.5,341.0,0.38170347003154576,0.46017928342137154,0.5420560747663551
work/(17)::10,work,work/(17),prefixed_8,10,8,8,True,128.0,158.0,171.0,298.0,299.5,304.0,0.42953020134228187,0.5230482456140351,0.5719063545150501
work/(17)::11,work,work/(17),prefixed_8,11,8,7,True,128.0,153.0,170.0,295.0,298.5,301.0,0.42953020134228187,0.5091583610188262,0.576271186440678
work/(17)::12,work,work/(17),prefixed_8,12,8,8,True,111.0,112.5,118.0,270.0,272.0,284.0,0.397887323943662,0.4099252530986848,0.43703703703703706
work/(17)::13,work,work/(17),prefixed_8,13,8,8,True,170.0,179.0,181.0,214.0,227.0,249.0,0.6827309236947792,0.7938422688422688,0.8418604651162791
work/(17)::14,work,work/(17),prefixed_8,14,8,8,True,203.0,223.5,228.0,281.0,364.0,395.0,0.5152284263959391,0.6093145551257253,0.8078291814946619
work/(17)::15,work,work/(17),prefixed_8,15,8,8,True,137.0,165.0,191.0,323.0,324.0,330.0,0.4228395061728395,0.505045871559633,0.5858895705521472
work/(17)::16,work,work/(17),prefixed_8,16,8,7,True,209.0,210.0,220.0,256.0,258.0,262.0,0.810077519379845,0.8203125,0.8396946564885496
work/(17)::2,work,work/(17),prefixed_8,2,8,8,True,121.0,184.0,208.0,317.0,322.0,326.0,0.38170347003154576,0.5724486241727621,0.6380368098159509
work/(17)::3,work,work/(17),prefixed_8,3,8,8,True,149.0,180.0,185.0,247.0,249.0,294.0,0.5068027210884354,0.7248995983935743,0.7459677419354839
work/(17)::4,work,work/(17),prefixed_8,4,8,8,True,125.0,149.5,168.0,293.0,305.0,307.0,0.40716612377850164,0.4959401474309605,0.5675675675675675
work/(17)::5,work,work/(17),prefixed_8,5,8,8,True,117.0,126.5,165.0,288.0,292.0,300.0,0.40344827586206894,0.43250210437710435,0.55
work/(17)::6,work,work/(17),prefixed_8,6,8,8,True,129.0,135.5,150.0,302.0,306.0,308.0,0.4253246753246753,0.4438719937260369,0.49019607843137253
work/(17)::7,work,work/(17),prefixed_8,7,8,8,True,125.0,128.5,145.0,299.0,301.0,306.0,0.4152823920265781,0.42905239687848384,0.4738562091503268
work/(17)::8,work,work/(17),prefixed_8,8,8,8,True,145.0,150.5,155.0,313.0,314.0,315.0,0.46178343949044587,0.4792991531010701,0.49363057324840764
work/(17)::9,work,work/(17),prefixed_8,9,8,8,True,120.0,132.5,151.0,310.0,312.0,315.0,0.3858520900321543,0.423925287238618,0.4793650793650794
work/(18)::0,work,work/(18),prefixed_8,0,8,7,True,167.0,168.5,170.0,213.0,218.0,231.0,0.7229437229437229,0.7752293577981652,0.7934272300469484
work/(18)::1,work,work/(18),prefixed_8,1,8,6,True,168.0,171.5,172.0,204.0,211.0,214.0,0.7850467289719626,0.8151658767772512,0.8431372549019608
work/(18)::10,work,work/(18),prefixed_8,10,8,8,True,140.0,143.5,147.0,230.0,249.5,266.0,0.5263157894736842,0.573424943747991,0.6391304347826087
work/(18)::11,work,work/(18),prefixed_8,11,8,8,True,136.0,140.5,147.0,285.0,288.5,292.0,0.4740484429065744,0.4852980052871906,0.5086505190311419
work/(18)::12,work,work/(18),prefixed_8,12,8,8,True,126.0,146.5,157.0,259.0,271.5,316.0,0.3987341772151899,0.5404128191200435,0.6061776061776062
work/(18)::13,work,work/(18),prefixed_8,13,8,8,True,158.0,160.0,166.0,254.0,255.0,258.0,0.6162790697674418,0.6286784004940559,0.6509803921568628
work/(18)::14,work,work/(18),prefixed_8,14,8,7,True,167.0,170.0,172.0,207.0,214.5,243.0,0.6954732510288066,0.7897012578616351,0.8260869565217391
work/(18)::15,work,work/(18),prefixed_8,15,8,8,True,180.0,208.0,245.0,233.0,282.5,327.0,0.5787781350482315,0.7131869542886492,1.008230452674897
work/(18)::16,work,work/(18),prefixed_8,16,8,8,True,174.0,191.5,245.0,232.0,260.5,307.0,0.6710097719869706,0.7267398317778546,1.008230452674897
work/(18)::2,work,work/(18),prefixed_8,2,8,7,True,159.0,169.0,173.0,236.0,243.0,277.0,0.5740072202166066,0.6954732510288066,0.7330508474576272
work/(18)::3,work,work/(18),prefixed_8,3,8,8,True,167.0,168.0,171.0,200.0,206.5,212.0,0.7877358490566038,0.8167849803848309,0.845
work/(18)::4,work,work/(18),prefixed_8,4,8,6,True,166.0,170.0,171.0,203.0,208.0,213.0,0.7934272300469484,0.8120035304501324,0.8423645320197044
work/(18)::5,work,work/(18),prefixed_8,5,8,8,True,155.0,163.0,168.0,219.0,222.0,247.0,0.6275303643724697,0.7326478668390433,0.7636363636363637
work/(18)::6,work,work/(18),prefixed_8,6,8,8,True,127.0,143.0,166.0,178.0,194.5,236.0,0.675531914893617,0.7313170987169416,0.7835051546391752
work/(18)::7,work,work/(18),prefixed_8,7,8,8,True,131.0,132.5,136.0,172.0,179.5,195.0,0.6974358974358974,0.735397268777157,0.7616279069767442
work/(18)::8,work,work/(18),prefixed_8,8,8,8,True,133.0,134.0,138.0,168.0,174.5,182.0,0.7430167597765364,0.7733603786342123,0.7976190476190477
work/(18)::9,work,work/(18),prefixed_8,9,8,8,True,128.0,134.5,139.0,168.0,170.0,175.0,0.7441860465116279,0.7884033613445378,0.8273809523809523
work/(19)::0,work,work/(19),prefixed_8,0,8,8,True,177.0,191.5,201.0,419.0,421.5,428.0,0.4164705882352941,0.45595238095238094,0.475177304964539
work/(19)::1,work,work/(19),prefixed_8,1,8,8,True,177.0,201.5,217.0,422.0,428.5,433.0,0.4164705882352941,0.4664350053316043,0.5058275058275058
work/(19)::2,work,work/(19),prefixed_8,2,8,8,True,210.0,236.0,258.0,409.0,413.0,415.0,0.5121951219512195,0.5707413645880852,0.6231884057971014
work/(19)::3,work,work/(19),prefixed_8,3,8,8,True,207.0,214.0,241.0,400.0,408.5,414.0,0.5,0.5245069474898326,0.6025
work/(19)::4,work,work/(19),prefixed_8,4,8,8,True,182.0,185.5,189.0,413.0,417.5,421.0,0.43333333333333335,0.4455001319609395,0.4552058111380145
work/(19)::5,work,work/(19),prefixed_8,5,8,8,True,182.0,194.0,219.0,410.0,416.5,420.0,0.43333333333333335,0.468039905010244,0.5251798561151079
work/(19)::6,work,work/(19),prefixed_8,6,8,8,True,174.0,182.5,199.0,424.0,428.5,436.0,0.41037735849056606,0.4253900030972033,0.46386946386946387
work/(19)::7,work,work/(19),prefixed_8,7,8,8,True,171.0,175.0,179.0,422.0,424.0,427.0,0.40046838407494145,0.4122548529950388,0.4221698113207547
work/(19)::8,work,work/(19),prefixed_8,8,8,8,True,171.0,173.5,180.0,425.0,429.5,435.0,0.39400921658986177,0.4039144022458817,0.4205607476635514
work/(19)::9,work,work/(19),prefixed_8,9,8,8,True,172.0,183.5,197.0,424.0,429.0,441.0,0.3990719257540603,0.42528849873210983,0.4467120181405896
work/(2)::0,work,work/(2),prefixed_8,0,8,8,True,113.0,167.5,193.0,336.0,353.5,356.0,0.33630952380952384,0.4718863073700248,0.5451977401129944
work/(2)::1,work,work/(2),prefixed_8,1,8,6,True,101.0,113.0,130.0,333.0,334.0,342.0,0.30149253731343284,0.3383233532934132,0.38011695906432746
work/(20)::0,work,work/(20),prefixed_8,0,8,8,True,183.0,190.0,196.0,261.0,262.0,264.0,0.6984732824427481,0.7238113897596656,0.7480916030534351
work/(20)::1,work,work/(20),prefixed_8,1,8,6,True,174.0,180.5,184.0,237.0,238.0,240.0,0.7310924369747899,0.7568211384972399,0.7763713080168776
work/(21)::0,work,work/(21),prefixed_8,0,8,8,True,68.0,76.5,81.0,149.0,171.5,200.0,0.3434343434343434,0.44354449576066723,0.5436241610738255
work/(21)::1,work,work/(21),prefixed_8,1,8,7,True,148.0,151.5,155.0,277.0,292.0,294.0,0.5068493150684932,0.5196367206676484,0.5523465703971119
work/(21)::10,work,work/(21),prefixed_8,10,8,7,True,143.0,153.0,156.0,273.0,278.0,282.0,0.5070921985815603,0.5503597122302158,0.5677655677655677
work/(21)::11,work,work/(21),prefixed_8,11,8,7,True,131.0,133.5,136.0,319.0,320.0,320.0,0.409375,0.41718750000000004,0.4263322884012539
work/(21)::12,work,work/(21),prefixed_8,12,8,7,True,116.0,119.5,120.0,288.0,290.5,295.0,0.39862542955326463,0.4068381063705435,0.4166666666666667
work/(21)::13,work,work/(21),prefixed_8,13,8,8,True,128.0,132.5,169.0,304.0,312.5,315.0,0.4126984126984127,0.42526990553306343,0.5365079365079365
work/(21)::14,work,work/(21),prefixed_8,14,8,6,True,136.0,137.0,138.0,283.0,284.5,287.0,0.4755244755244755,0.48330821122340556,0.4876325088339223
work/(21)::15,work,work/(21),prefixed_8,15,8,7,True,135.0,140.0,143.0,283.0,283.5,286.0,0.4753521126760563,0.4920865353727545,0.5053003533568905
work/(21)::16,work,work/(21),prefixed_8,16,8,8,True,140.0,143.5,155.0,276.0,283.0,287.0,0.49295774647887325,0.5070671378091873,0.5615942028985508
work/(21)::2,work,work/(21),prefixed_8,2,8,8,True,101.0,110.0,118.0,247.0,294.5,296.0,0.36486486486486486,0.3800151687523701,0.4089068825910931
work/(21)::3,work,work/(21),prefixed_8,3,8,8,True,150.0,174.5,181.0,295.0,296.0,302.0,0.5084745762711864,0.5885487760487761,0.6135593220338983
work/(21)::4,work,work/(21),prefixed_8,4,8,7,True,135.0,137.0,146.0,275.0,276.0,279.0,0.4891304347826087,0.49368863955119213,0.5289855072463768
work/(21)::5,work,work/(21),prefixed_8,5,8,8,True,138.0,145.5,156.0,271.0,273.5,277.0,0.4981949458483754,0.530060519190954,0.5756457564575646
work/(21)::6,work,work/(21),prefixed_8,6,8,7,True,132.0,135.0,140.0,276.0,276.0,278.0,0.4782608695652174,0.4891304347826087,0.5054151624548736
work/(21)::7,work,work/(21),prefixed_8,7,8,8,True,139.0,148.5,156.0,249.0,266.0,273.0,0.5091575091575091,0.5576521714269378,0.6265060240963856
work/(21)::8,work,work/(21),prefixed_8,8,8,7,True,126.0,129.0,141.0,284.0,286.0,289.0,0.4375,0.4479100104891311,0.4964788732394366
work/(21)::9,work,work/(21),prefixed_8,9,8,8,True,117.0,132.5,156.0,287.0,289.5,298.0,0.4076655052264808,0.4600810194953161,0.5379310344827586
work/(22)::0,work,work/(22),prefixed_8,0,8,7,True,188.0,193.0,204.0,441.0,443.0,446.0,0.4253393665158371,0.433221645588754,0.4604966139954853
work/(22)::1,work,work/(22),prefixed_8,1,8,5,True,194.0,197.0,201.0,415.0,415.0,416.0,0.4674698795180723,0.4746987951807229,0.4843373493975904
work/(24)::0,work,work/(24),prefixed_8,0,8,8,True,226.0,234.0,240.0,373.0,377.5,407.0,0.5552825552825553,0.6158898572691676,0.6283422459893048
work/(24)::1,work,work/(24),prefixed_8,1,8,8,True,226.0,229.0,253.0,392.0,427.0,447.0,0.5078299776286354,0.539903567984571,0.6122448979591837
work/(24)::10,work,work/(24),prefixed_8,10,8,8,True,218.0,226.0,270.0,346.0,362.0,378.0,0.6140845070422535,0.6507887591411105,0.7238605898123325
work/(24)::11,work,work/(24),prefixed_8,11,8,8,True,205.0,225.5,227.0,337.0,353.5,361.0,0.5678670360110804,0.6389771997430957,0.6735905044510386
work/(24)::12,work,work/(24),prefixed_8,12,8,8,True,259.0,264.5,270.0,354.0,366.5,374.0,0.7018970189701897,0.7231218822127914,0.7570621468926554
work/(24)::13,work,work/(24),prefixed_8,13,8,8,True,259.0,263.0,272.0,366.0,369.5,378.0,0.7,0.7123685636856368,0.7391304347826086
work/(24)::14,work,work/(24),prefixed_8,14,8,8,True,286.0,302.5,322.0,364.0,375.5,379.0,0.7546174142480211,0.8109919571045576,0.8496042216358839
work/(24)::15,work,work/(24),prefixed_8,15,8,8,True,288.0,294.5,304.0,359.0,362.0,368.0,0.7955801104972375,0.8101837834564611,0.8397790055248618
work/(24)::16,work,work/(24),prefixed_8,16,8,7,True,288.0,293.5,303.0,353.0,359.0,362.0,0.7955801104972375,0.824532262264553,0.851123595505618
work/(24)::17,work,work/(24),prefixed_8,17,8,8,True,196.0,202.0,215.0,285.0,341.5,358.0,0.5521126760563381,0.582169459962756,0.7543859649122807
work/(24)::18,work,work/(24),prefixed_8,18,8,8,True,196.0,210.5,222.0,319.0,355.5,363.0,0.5521126760563381,0.606101747815231,0.69375
work/(24)::19,work,work/(24),prefixed_8,19,8,7,True,191.0,205.0,227.0,319.0,361.0,363.0,0.5290858725761773,0.5647382920110193,0.64576802507837
work/(24)::2,work,work/(24),prefixed_8,2,8,8,True,221.0,235.0,256.0,409.0,420.5,445.0,0.5146067415730337,0.5641782025928368,0.5912240184757506
work/(24)::3,work,work/(24),prefixed_8,3,8,8,True,221.0,265.5,338.0,409.0,435.5,460.0,0.5151515151515151,0.6207237633068835,0.7347826086956522
work/(24)::4,work,work/(24),prefixed_8,4,8,8,True,254.0,288.5,338.0,459.0,464.5,474.0,0.5404255319148936,0.6150607449439837,0.7347826086956522
work/(24)::5,work,work/(24),prefixed_8,5,8,8,True,220.0,243.5,295.0,413.0,465.0,484.0,0.4690831556503198,0.5639295732223875,0.6223628691983122
work/(24)::6,work,work/(24),prefixed_8,6,8,8,True,233.0,281.5,312.0,322.0,345.0,357.0,0.6893491124260355,0.8347947874802095,0.8806818181818182
work/(24)::7,work,work/(24),prefixed_8,7,8,8,True,204.0,257.0,273.0,322.0,329.5,339.0,0.6163141993957704,0.7684902118530437,0.8297872340425532
work/(24)::8,work,work/(24),prefixed_8,8,8,7,True,228.0,241.0,257.0,339.0,340.5,366.0,0.672566371681416,0.6981517197042751,0.7214076246334311
work/(24)::9,work,work/(24),prefixed_8,9,8,8,True,243.0,267.5,281.0,362.0,374.0,381.0,0.6377952755905512,0.7151048980807695,0.7533512064343163
work/(25)::0,work,work/(25),prefixed_8,0,8,8,True,63.0,74.0,74.0,81.0,90.5,106.0,0.5943396226415094,0.8177045177045177,0.9135802469135802
work/(25)::1,work,work/(25),prefixed_8,1,8,8,True,69.0,72.5,94.0,80.0,86.0,180.0,0.44886363636363635,0.8024340770791075,0.9135802469135802
work/(25)::2,work,work/(25),prefixed_8,2,8,8,True,56.0,59.5,62.0,91.0,94.5,96.0,0.6021505376344086,0.6344707923655292,0.6526315789473685
work/(25)::3,work,work/(25),prefixed_8,3,8,7,True,58.0,61.0,63.0,95.0,96.5,100.0,0.5979381443298969,0.6345876288659793,0.6526315789473685
work/(25)::4,work,work/(25),prefixed_8,4,8,8,True,62.0,67.5,82.0,90.0,97.5,107.0,0.638095238095238,0.6922705314009662,0.780952380952381
work/(27)::0,work,work/(27),prefixed_8,0,8,8,True,106.0,123.5,163.0,211.0,221.0,227.0,0.48868778280542985,0.5648130595050026,0.7180616740088106
work/(27)::1,work,work/(27),prefixed_8,1,8,8,True,144.0,159.5,176.0,207.0,217.5,227.0,0.6515837104072398,0.7634529856880888,0.822429906542056
work/(28)::0,work,work/(28),prefixed_8,0,8,8,True,52.0,56.0,60.0,89.0,112.0,140.0,0.38571428571428573,0.49356033164292035,0.6741573033707865
work/(28)::1,work,work/(28),prefixed_8,1,8,7,True,49.0,53.0,57.0,131.0,132.5,136.0,0.3712121212121212,0.4030476520934536,0.4253731343283582
work/(28)::2,work,work/(28),prefixed_8,2,8,8,True,50.0,53.0,55.0,132.0,139.0,143.0,0.34965034965034963,0.3813146997929606,0.4166666666666667
work/(28)::3,work,work/(28),prefixed_8,3,8,8,True,45.0,48.5,52.0,53.0,61.5,92.0,0.5543478260869565,0.7876059322033898,0.8867924528301887
work/(28)::4,work,work/(28),prefixed_8,4,8,4,True,49.0,49.0,51.0,94.0,94.0,96.0,0.5212765957446809,0.5212765957446809,0.5425531914893617
work/(28)::5,work,work/(28),prefixed_8,5,8,3,True,53.0,53.0,54.0,88.0,88.0,89.0,0.5955056179775281,0.6022727272727273,0.6136363636363636
work/(29)::0,work,work/(29),prefixed_8,0,8,8,True,65.0,67.0,68.0,109.0,134.0,147.0,0.4489795918367347,0.5001114081996435,0.6146788990825688
work/(29)::1,work,work/(29),prefixed_8,1,8,8,True,67.0,73.0,76.0,109.0,123.0,203.0,0.3694581280788177,0.5831158474699145,0.6146788990825688
work/(29)::2,work,work/(29),prefixed_8,2,8,8,True,69.0,75.0,90.0,134.0,220.5,239.0,0.28870292887029286,0.3581730769230769,0.5597014925373134
work/(3)::0,work,work/(3),prefixed_8,0,8,8,True,208.0,249.5,312.0,292.0,305.5,322.0,0.6459627329192547,0.8335844748858448,1.022950819672131
work/(3)::1,work,work/(3),prefixed_8,1,8,8,True,269.0,304.5,314.0,304.0,306.0,336.0,0.8005952380952381,0.9869656059144969,1.0263157894736843
work/(3)::2,work,work/(3),prefixed_8,2,8,8,True,200.0,214.0,224.0,199.0,202.0,204.0,0.9852216748768473,1.0669671444756417,1.0980392156862746
work/(3)::3,work,work/(3),prefixed_8,3,8,8,True,173.0,206.0,218.0,198.0,202.5,204.0,0.8522167487684729,1.0246305418719213,1.0909090909090908
work/(3)::4,work,work/(3),prefixed_8,4,8,8,True,142.0,192.5,215.0,254.0,308.0,322.0,0.4409937888198758,0.6510570762388072,0.7086614173228346
work/(30)::0,work,work/(30),prefixed_8,0,8,8,True,73.0,83.0,94.0,184.0,200.5,220.0,0.3967391304347826,0.4108509499598608,0.42727272727272725
work/(30)::1,work,work/(30),prefixed_8,1,8,8,True,68.0,71.0,76.0,161.0,171.0,185.0,0.391304347826087,0.4112877583465819,0.43478260869565216
work/(31)::0,work,work/(31),prefixed_8,0,8,8,True,47.0,58.5,61.0,128.0,136.0,141.0,0.3671875,0.43172657952069715,0.4411764705882353
work/(31)::1,work,work/(31),prefixed_8,1,8,8,True,60.0,62.5,66.0,79.0,94.0,101.0,0.625,0.6648936170212766,0.7974683544303798
work/(32)::0,work,work/(32),prefixed_8,0,8,8,True,58.0,76.5,89.0,163.0,179.5,212.0,0.35365853658536583,0.4251064400415703,0.44242424242424244
work/(32)::1,work,work/(32),prefixed_8,1,8,8,True,79.0,92.5,99.0,203.0,223.5,236.0,0.33760683760683763,0.4081677381648159,0.46411483253588515
work/(33)::0,work,work/(33),prefixed_8,0,8,8,True,147.0,178.5,201.0,343.0,383.5,476.0,0.3088235294117647,0.4818074792243767,0.5843023255813954
work/(33)::1,work,work/(33),prefixed_8,1,8,8,True,114.0,146.5,201.0,331.0,336.0,344.0,0.34234234234234234,0.43709686017378324,0.5843023255813954
work/(33)::remaining,work,work/(33),remaining_8,remaining,8,8,True,147.0,201.0,273.0,282.0,428.5,492.0,0.3088235294117647,0.43281671530033583,0.9680851063829787
work/(34)::0,work,work/(34),prefixed_8,0,8,8,True,93.0,128.0,165.0,198.0,234.5,282.0,0.4672897196261682,0.54997324454486,0.5851063829787234
work/(34)::1,work,work/(34),prefixed_8,1,8,8,True,119.0,229.5,264.0,97.0,253.5,393.0,0.55470737913486,0.9552238805970149,1.5608108108108107
work/(35)::0,work,work/(35),prefixed_8,0,8,8,True,185.0,223.5,272.0,170.0,351.5,433.0,0.42725173210161665,0.6839339339339339,1.1623931623931625
work/(35)::1,work,work/(35),prefixed_8,1,8,8,True,130.0,163.0,195.0,343.0,381.5,433.0,0.37790697674418605,0.4240154764404187,0.4665071770334928
work/(35)::2,work,work/(35),prefixed_8,2,8,8,True,77.0,89.0,100.0,199.0,226.0,269.0,0.36259541984732824,0.3845126175160811,0.40930232558139534
work/(35)::3,work,work/(35),prefixed_8,3,8,8,True,65.0,71.5,79.0,170.0,183.0,217.0,0.3640552995391705,0.38415892672858615,0.3977272727272727
work/(35)::4,work,work/(35),prefixed_8,4,8,7,True,63.0,66.0,69.0,160.0,163.0,171.0,0.38235294117647056,0.40183679614573925,0.43125
work/(4)::0,work,work/(4),prefixed_8,0,8,8,True,95.0,106.0,115.0,283.0,284.5,288.0,0.3298611111111111,0.3693424630924631,0.40636042402826855
work/(4)::1,work,work/(4),prefixed_8,1,8,8,True,174.0,177.0,178.0,107.0,112.0,123.0,1.4390243902439024,1.5804034122618194,1.644859813084112
work/(4)::2,work,work/(4),prefixed_8,2,8,8,True,125.0,169.5,181.0,107.0,144.0,228.0,0.6944444444444444,1.102093476144109,1.6605504587155964
work/(4)::3,work,work/(4),prefixed_8,3,8,8,True,149.0,156.0,166.0,203.0,358.0,371.0,0.40161725067385445,0.4501304481276857,0.7487684729064039
work/(4)::4,work,work/(4),prefixed_8,4,8,8,True,179.0,183.5,197.0,269.0,343.5,363.0,0.5111111111111111,0.5477849075761737,0.6654275092936803
work/(4)::5,work,work/(4),prefixed_8,5,8,8,True,183.0,203.0,213.0,278.0,294.0,331.0,0.552870090634441,0.6946146213085402,0.7319587628865979
work/(4)::6,work,work/(4),prefixed_8,6,8,8,True,152.0,158.0,178.0,357.0,370.0,374.0,0.40641711229946526,0.42703745096750156,0.49859943977591037
work/(4)::7,work,work/(4),prefixed_8,7,8,8,True,128.0,151.0,197.0,254.0,271.0,276.0,0.47058823529411764,0.5532283168741949,0.7137681159420289
work/(4)::8,work,work/(4),prefixed_8,8,8,8,True,168.0,180.0,209.0,249.0,285.5,332.0,0.5301204819277109,0.6494935820296831,0.7333333333333333
work/(5)::0,work,work/(5),prefixed_8,0,8,7,True,68.0,79.5,92.0,196.0,200.0,201.0,0.34,0.3994115715837058,0.4577114427860697
work/(5)::1,work,work/(5),prefixed_8,1,8,7,True,80.0,87.5,92.0,198.0,200.0,201.0,0.4020100502512563,0.4375,0.46
work/(6)::0,work,work/(6),prefixed_8,0,8,8,True,126.0,158.0,166.0,288.0,289.0,296.0,0.4359861591695502,0.5437625044133223,0.5743944636678201
work/(6)::1,work,work/(6),prefixed_8,1,8,8,True,110.0,152.5,164.0,286.0,289.0,291.0,0.37800687285223367,0.527681660899654,0.5734265734265734
work/(6)::2,work,work/(6),prefixed_8,2,8,7,True,139.0,162.0,164.0,285.0,287.0,290.0,0.4843205574912892,0.5625,0.5734265734265734
work/(6)::3,work,work/(6),prefixed_8,3,8,8,True,120.0,161.0,167.0,287.0,288.0,291.0,0.4166666666666667,0.5571120689655172,0.5818815331010453
work/(6)::4,work,work/(6),prefixed_8,4,8,8,True,123.0,150.5,160.0,286.0,288.0,290.0,0.4241379310344828,0.5243055555555556,0.5555555555555556
work/(6)::5,work,work/(6),prefixed_8,5,8,8,True,139.0,155.0,164.0,284.0,294.5,298.0,0.468013468013468,0.5332947612034504,0.5559322033898305
work/(6)::6,work,work/(6),prefixed_8,6,8,8,True,151.0,158.5,163.0,281.0,284.5,291.0,0.5189003436426117,0.5526322269280015,0.5765124555160143
work/(6)::7,work,work/(6),prefixed_8,7,8,7,True,120.0,130.0,164.0,287.0,291.0,292.0,0.4166666666666667,0.4499682699330675,0.5616438356164384
work/(7)::0,work,work/(7),prefixed_8,0,8,8,True,175.0,177.0,178.0,240.0,249.5,273.0,0.6410256410256411,0.7054122220794243,0.7375
work/(7)::1,work,work/(7),prefixed_8,1,8,8,True,150.0,161.5,176.0,242.0,277.0,308.0,0.4918032786885246,0.584177017012838,0.7272727272727273
work/(7)::2,work,work/(7),prefixed_8,2,8,8,True,110.0,115.5,120.0,266.0,269.0,270.0,0.40892193308550184,0.429367053620785,0.4473684210526316
work/(7)::3,work,work/(7),prefixed_8,3,8,8,True,112.0,120.5,133.0,261.0,265.0,269.0,0.42748091603053434,0.4538728897715988,0.4962686567164179
work/(7)::4,work,work/(7),prefixed_8,4,8,8,True,121.0,125.0,133.0,265.0,272.0,274.0,0.4416058394160584,0.462844702467344,0.4962686567164179
work/(7)::5,work,work/(7),prefixed_8,5,8,8,True,139.0,153.0,161.0,213.0,222.0,236.0,0.6440677966101694,0.6595317725752509,0.7488372093023256
work/(9)::0,work,work/(9),prefixed_8,0,8,7,True,88.0,97.5,109.0,306.0,307.0,310.0,0.28664495114006516,0.31809520768133526,0.35161290322580646
work/(9)::1,work,work/(9),prefixed_8,1,8,8,True,103.0,111.0,116.0,305.0,307.0,310.0,0.3333333333333333,0.36215430797726256,0.3778501628664495
work/(9)::2,work,work/(9),prefixed_8,2,8,8,True,145.0,149.0,159.0,399.0,416.0,433.0,0.3348729792147806,0.35947267330190324,0.39849624060150374
work/(9)::3,work,work/(9),prefixed_8,3,8,8,True,148.0,159.0,170.0,414.0,423.5,425.0,0.3566265060240964,0.37498539841468503,0.4
work/(9)::4,work,work/(9),prefixed_8,4,8,8,True,149.0,161.0,168.0,422.0,425.0,427.0,0.35058823529411764,0.3779198236671718,0.39622641509433965
work/(9)::5,work,work/(9),prefixed_8,5,8,7,True,145.0,155.5,165.0,423.0,425.0,427.0,0.3411764705882353,0.36631798002219756,0.3873239436619718
work/(9)::6,work,work/(9),prefixed_8,6,8,8,True,145.0,157.5,170.0,423.0,426.5,469.0,0.326226012793177,0.3686540792113491,0.3840909090909091
