label,folder_rel,frame_count,unique_sizes,has_size_variability,width_min,width_median,width_max,height_min,height_median,height_max,aspect_ratio_min,aspect_ratio_median,aspect_ratio_max
work,work/track_000173,120,94,True,158.0,283.5,390.0,89.0,430.0,518.0,0.47174447174447176,0.654693239949188,2.1965317919075145
work,work/track_000174,26,26,True,236.0,359.5,414.0,351.0,405.5,417.0,0.5944584382871536,0.8920422485540979,1.0402010050251256
work,work/track_00017wr_21321321,203,176,True,52.0,146.0,179.0,91.0,250.0,278.0,0.3142857142857143,0.5588235294117647,1.1710526315789473
work,work/track_00018124214214,133,116,True,75.0,87.0,99.0,154.0,212.0,231.0,0.34080717488789236,0.4311111111111111,0.588957055214724
work,work/track_000185,16,16,True,65.0,188.5,309.0,188.0,325.5,474.0,0.3299492385786802,0.43710443037974683,1.1777777777777778
work,work/track_00020,214,184,True,175.0,211.0,263.0,195.0,309.0,366.0,0.5273224043715847,0.7433628318584071,1.1897435897435897
work,work/track_000203,13,13,True,123.0,196.0,395.0,303.0,374.0,502.0,0.3904761904761905,0.49772727272727274,1.3036303630363035
work,work/track_00020asdas,140,119,True,93.0,109.0,143.0,256.0,292.0,302.0,0.32068965517241377,0.370305656509179,0.5234375
work,work/track_00021,111,107,True,150.0,211.0,256.0,137.0,356.0,420.0,0.44362745098039214,0.6196078431372549,1.489051094890511
work,work/track_00023,300,252,True,145.0,174.0,222.0,274.0,338.0,367.0,0.4197183098591549,0.5278601959114873,0.6565349544072948
work,work/track_000242,77,68,True,51.0,65.0,81.0,75.0,102.0,175.0,0.3657142857142857,0.6373626373626373,0.8255813953488372
work,work/track_000248,113,100,True,55.0,70.0,104.0,111.0,190.0,209.0,0.2956989247311828,0.37362637362637363,0.5855855855855856
work,work/track_000249,985,908,True,49.0,164.0,332.0,136.0,342.0,452.0,0.3017543859649123,0.47665847665847666,1.4166666666666667
work,work/track_00025,298,255,True,139.0,228.5,259.0,204.0,317.0,367.0,0.44321329639889195,0.7116515837104073,1.0686274509803921
work,work/track_000254,48,42,True,53.0,61.0,77.0,68.0,158.0,162.0,0.33974358974358976,0.39492694805194806,0.8676470588235294
work,work/track_00026,46,46,True,58.0,106.0,206.0,98.0,281.5,388.0,0.32831325301204817,0.4103603603603604,1.5725190839694656
work,work/track_000267,62,60,True,47.0,68.0,245.0,79.0,141.0,387.0,0.33941605839416056,0.452134724857685,1.4351145038167938
work,work/track_000274124141412,44,43,True,64.0,106.5,174.0,186.0,259.0,334.0,0.34408602150537637,0.4107604017216643,0.7435897435897436
work,work/track_000279,201,187,True,51.0,83.0,150.0,66.0,135.0,253.0,0.3403141361256545,0.6354166666666666,1.3333333333333333
work,work/track_00028,48,48,True,118.0,172.5,280.0,202.0,340.5,404.0,0.3181818181818182,0.5537878787878788,1.2463054187192117
work,work/track_00029,25,25,True,110.0,193.0,243.0,214.0,369.0,447.0,0.35279187817258884,0.4724770642201835,1.1355140186915889
work,work/track_000295,58,58,True,95.0,104.0,152.0,115.0,161.0,262.0,0.3875968992248062,0.6231656184486374,1.3217391304347825
work,work/track_000298,156,151,True,77.0,119.0,191.0,117.0,293.0,356.0,0.32,0.4533951603242423,1.1925925925925926
work,work/track_000303,9,9,True,72.0,228.0,299.0,109.0,177.0,357.0,0.4180790960451977,0.6582633053221288,2.091743119266055
work,work/track_000304124124214,132,123,True,63.0,93.5,305.0,192.0,220.5,378.0,0.3080568720379147,0.41372662425294005,1.4734299516908214
work,work/track_000309,100,50,True,44.0,50.0,56.0,65.0,106.0,120.0,0.42735042735042733,0.47142597968069666,0.676923076923077
work,work/track_000314,20,18,True,137.0,141.0,148.0,207.0,247.5,280.0,0.525,0.5699779467430302,0.6956521739130435
work,work/track_000328,54,53,True,52.0,79.0,102.0,54.0,134.5,168.0,0.39490445859872614,0.5780495169082125,1.5272727272727273
work,work/track_00034,27,27,True,130.0,162.0,289.0,210.0,344.0,452.0,0.4119047619047619,0.4805491990846682,1.3761904761904762
work,work/track_000349,11,11,True,55.0,60.0,71.0,71.0,82.0,88.0,0.6704545454545454,0.7272727272727273,1.0
work,work/track_000354,19,19,True,97.0,155.0,263.0,91.0,175.0,337.0,0.5544217687074829,0.8560606060606061,1.7802197802197801
work,work/track_000363,10,10,True,46.0,61.0,74.0,61.0,131.0,158.0,0.3194444444444444,0.4086666666666667,1.098360655737705
work,work/track_000365,41,40,True,61.0,71.0,122.0,161.0,182.0,288.0,0.29389312977099236,0.4,0.5842696629213483
work,work/track_000372,8,8,True,107.0,121.0,128.0,101.0,107.0,253.0,0.42292490118577075,1.1448287910552062,1.2549019607843137
work,work/track_000378,23,23,True,58.0,66.0,79.0,168.0,191.0,200.0,0.3036649214659686,0.3532608695652174,0.4226190476190476
work,work/track_000384,16,16,True,108.0,194.5,256.0,100.0,196.0,327.0,0.5779816513761468,0.7412661964900771,2.15
work,work/track_000385,53,48,True,32.0,50.0,63.0,70.0,161.0,171.0,0.19875776397515527,0.3212121212121212,0.7887323943661971
work,work/track_00039,73,72,True,106.0,158.0,252.0,202.0,328.0,456.0,0.3923076923076923,0.47297297297297297,1.135135135135135
work,work/track_000401,47,47,True,62.0,108.0,288.0,48.0,164.0,499.0,0.4228456913827655,0.7426470588235294,1.2916666666666667
work,work/track_000412,279,239,True,149.0,173.0,317.0,237.0,289.0,382.0,0.5046439628482973,0.5985663082437276,1.1983122362869199
work,work/track_0004132123,45,44,True,78.0,176.0,233.0,129.0,278.0,392.0,0.37404580152671757,0.55858310626703,1.0401785714285714
work,work/track_000434,32,32,True,39.0,120.0,250.0,134.0,273.0,382.0,0.19796954314720813,0.40006595026574077,1.7164179104477613
work,work/track_000443,173,161,True,56.0,83.0,338.0,63.0,183.0,501.0,0.3224043715846995,0.44508670520231214,1.5238095238095237
work,work/track_00045,13,13,True,103.0,184.0,205.0,195.0,337.0,390.0,0.4858490566037736,0.5299145299145299,0.6754716981132075
work,work/track_00048321321,17,17,True,56.0,76.0,135.0,161.0,216.0,311.0,0.3399014778325123,0.3597560975609756,0.451505016722408
work,work/track_000513,631,560,True,68.0,116.0,259.0,141.0,291.0,423.0,0.24727272727272728,0.48091603053435117,1.08
work,work/track_000535,103,95,True,54.0,66.0,239.0,130.0,160.0,326.0,0.35185185185185186,0.42138364779874216,1.132701421800948
work,work/track_000542,466,452,True,132.0,215.0,421.0,138.0,401.0,444.0,0.3463541666666667,0.5554190554190555,1.8695652173913044
work,work/track_00055,36,36,True,178.0,222.5,285.0,112.0,211.5,246.0,0.8614718614718615,1.1223698781838318,1.5892857142857142
work,work/track_000552,249,178,True,34.0,53.0,93.0,68.0,134.0,149.0,0.30597014925373134,0.4198473282442748,0.8088235294117647
work,work/track_000563,25,25,True,215.0,271.0,334.0,286.0,312.0,330.0,0.7275747508305648,0.8297213622291022,1.0879478827361564
work,work/track_000586,339,297,True,82.0,125.0,179.0,121.0,295.0,341.0,0.2679738562091503,0.4481707317073171,1.0826446280991735
work,work/track_000644,73,72,True,88.0,121.0,312.0,86.0,173.0,456.0,0.4497991967871486,0.8253968253968254,2.381818181818182
work,work/track_00065,244,148,True,78.0,110.0,165.0,189.0,206.0,265.0,0.3466666666666667,0.529126213592233,0.6354166666666666
work,work/track_000705,90,72,True,46.0,81.5,103.0,78.0,101.0,182.0,0.4835164835164835,0.8040226399838286,1.0886075949367089
work,work/track_000709,24,24,True,67.0,99.5,201.0,107.0,164.0,330.0,0.3435897435897436,0.5977109221713539,0.8125
work,work/track_00077,60,60,True,109.0,188.5,302.0,195.0,270.0,319.0,0.39308176100628933,0.6507647927009258,1.5487179487179488
work,work/track_000788,21,21,True,85.0,168.0,249.0,142.0,317.0,375.0,0.2910958904109589,0.4638888888888889,1.5
work,work/track_00079,281,255,True,129.0,167.0,287.0,169.0,360.0,430.0,0.32663316582914576,0.46703296703296704,1.3136094674556213
work,work/track_000914,32,32,True,57.0,120.5,245.0,66.0,152.5,282.0,0.6285714285714286,0.7254532471138969,2.515151515151515
work,work/track_000932,16,16,True,92.0,144.0,280.0,128.0,223.0,334.0,0.3795918367346939,0.6684120674718442,1.6796875
work,work/track_000970,20,19,True,74.0,111.0,251.0,197.0,290.5,436.0,0.33613445378151263,0.3752634929617316,0.9194139194139194
work,work/track_001058,427,344,True,52.0,82.0,122.0,70.0,128.0,221.0,0.35294117647058826,0.5862068965517241,1.2528735632183907
work,work/track_001089,2015,1208,True,98.0,137.0,192.0,176.0,283.0,328.0,0.3602693602693603,0.49818181818181817,0.7559055118110236
work,work/track_001092,15,14,True,69.0,79.0,83.0,110.0,117.0,149.0,0.5307692307692308,0.5982905982905983,0.7454545454545455
work,work/track_001093,8,8,True,80.0,87.5,92.0,105.0,194.0,211.0,0.39800995024875624,0.4614188919888402,0.7714285714285715
work,work/track_001177,46,38,True,51.0,89.0,101.0,92.0,114.0,197.0,0.4619289340101523,0.7729214340198322,0.8317757009345794
work,work/track_001260,1149,1050,True,166.0,263.0,344.0,233.0,379.0,498.0,0.43844492440604754,0.7018970189701897,1.099585062240664
work,work/track_001303,11,11,True,314.0,361.0,385.0,113.0,339.0,353.0,0.9405099150141643,1.1314984709480123,2.7787610619469025
work,work/track_001403,85,76,True,32.0,65.0,98.0,112.0,162.0,186.0,0.2857142857142857,0.3967391304347826,0.6086956521739131
work,work/track_001424,258,250,True,228.0,258.0,414.0,329.0,434.0,504.0,0.5032822757111597,0.6127175819006073,0.8873239436619719
work,work/track_001456,51,49,True,43.0,57.0,70.0,57.0,90.0,118.0,0.4444444444444444,0.6736842105263158,1.0701754385964912
work,work/track_001460,66,61,True,40.0,66.0,88.0,74.0,157.5,167.0,0.3393939393939394,0.45569620253164556,0.8762886597938144
work,work/track_001519,49,49,True,57.0,130.0,308.0,44.0,150.0,436.0,0.463302752293578,0.8275862068965517,1.617283950617284
work,work/track_002895,77,54,True,37.0,48.0,59.0,70.0,125.0,129.0,0.3412698412698413,0.3951612903225806,0.7714285714285715
work,work/track_003106,38,37,True,94.0,132.5,199.0,234.0,313.0,331.0,0.3793103448275862,0.42806663301362946,0.6745762711864407
work,work/track_003121,182,174,True,83.0,146.0,204.0,182.0,310.5,345.0,0.3333333333333333,0.4833355478784658,1.0274725274725274
work,work/track_003288,332,310,True,58.0,88.0,188.0,105.0,198.0,335.0,0.3217665615141956,0.4632862644415918,0.9433962264150944
work,work/track_work(1),13,13,True,116.0,205.0,370.0,207.0,404.0,495.0,0.3841059602649007,0.41414141414141414,1.4879227053140096
work,work/work_tr_213124254124,64,55,True,111.0,151.0,172.0,144.0,154.0,320.0,0.48125,0.9737662337662338,1.0486111111111112
work,work/wr_2132141241,36,36,True,121.0,177.0,302.0,200.0,257.0,400.0,0.40606060606060607,0.6597089846232049,1.345
work,work/wr_3124214512,41,40,True,151.0,182.0,213.0,208.0,344.0,349.0,0.4434782608695652,0.5465116279069767,0.9471153846153846
work,work/wr_tr_21321412,29,28,True,139.0,175.0,242.0,258.0,313.0,354.0,0.46179401993355484,0.509915014164306,0.7682539682539683
